encoding_dim,depth,lr,patience,dropout_rate,val_mse,test_mse,hit_rate_at_k,precision_at_high_score,recall_at_top_5_percent,omission_count,avg_score,model_path
48,1,0.0025,10,0.1,0.315011203289032,0.26703664660453796,0.4470284237726098,0.4027131782945739,0.028210660912650766,19.364341085271317,0.8283775742569721,experiments/20260319_0216/model_enc48_dep1_lr0.0025.keras
32,3,0.0025,10,0.1,0.3814683258533478,0.34594959020614624,0.4470284237726098,0.3949612403100777,0.02594634913023781,19.387596899224807,0.8208392339100085,experiments/20260319_0216/model_enc32_dep3_lr0.0025.keras
